id,currency,ratedate,buyingrate,centralrate,sellingrate,scrape_date
60316,US DOLLAR,2025-11-19,1453.1849,1453.6849,1454.1849,2025-12-17
60319,YUAN/RENMINBI,2025-11-20,203.9714,204.0417,204.1120,2025-12-17
60321,EURO,2025-11-20,1673.5931,1674.1697,1674.7464,2025-12-17
60322,YEN,2025-11-20,9.2165,9.2197,9.2228,2025-12-17
60323,RIYAL,2025-11-20,386.9175,387.0508,387.1842,2025-12-17
60327,POUNDS STERLING,2025-11-20,1899.3896,1900.0440,1900.6985,2025-12-17
60328,US DOLLAR,2025-11-20,1451.1342,1451.6342,1452.1342,2025-12-17
60331,YUAN/RENMINBI,2025-11-21,204.7289,204.7992,204.8695,2025-12-17
60333,EURO,2025-11-21,1677.1407,1677.7167,1678.2928,2025-12-17
60334,YEN,2025-11-21,9.2810,9.2842,9.2874,2025-12-17
60335,RIYAL,2025-11-21,388.1416,388.2749,388.4082,2025-12-17
60339,POUNDS STERLING,2025-11-21,1904.6705,1905.3247,1905.9789,2025-12-17
60340,US DOLLAR,2025-11-21,1455.7249,1456.2249,1456.7249,2025-12-17
60343,YUAN/RENMINBI,2025-11-24,204.4877,204.5581,204.6285,2025-12-17
60346,YEN,2025-11-24,9.2591,9.2623,9.2655,2025-12-17
60347,RIYAL,2025-11-24,387.3528,387.4861,387.6195,2025-12-17
60351,POUNDS STERLING,2025-11-24,1906.2770,1906.9331,1907.5891,2025-12-17
60352,US DOLLAR,2025-11-24,1452.8443,1453.3443,1453.8443,2025-12-17
60355,YUAN/RENMINBI,2025-11-25,203.9735,204.0441,204.1147,2025-12-17
60357,EURO,2025-11-25,1669.9176,1670.4953,1671.0730,2025-12-17
60358,YEN,2025-11-25,9.2554,9.2586,9.2618,2025-12-17
60359,RIYAL,2025-11-25,385.3353,385.4686,385.6019,2025-12-17
60363,POUNDS STERLING,2025-11-25,1900.8791,1901.5367,1902.1943,2025-12-17
60364,US DOLLAR,2025-11-25,1445.3156,1445.8156,1446.3156,2025-12-17
60370,EURO,2025-11-26,1669.7435,1670.3225,1670.9015,2025-12-17
60371,YEN,2025-11-26,9.2206,9.2238,9.2270,2025-12-17
60372,RIYAL,2025-11-26,384.4300,384.5633,384.6966,2025-12-17
60376,POUNDS STERLING,2025-11-26,1905.2090,1905.8697,1906.5303,2025-12-17
60377,US DOLLAR,2025-11-26,1441.9201,1442.4201,1442.9201,2025-12-17
60380,YUAN/RENMINBI,2025-11-27,203.6991,203.7697,203.8403,2025-12-17
60382,EURO,2025-11-27,1672.7572,1673.3369,1673.9165,2025-12-17
60383,YEN,2025-11-27,9.2322,9.2354,9.2386,2025-12-17
60384,RIYAL,2025-11-27,384.6100,384.7433,384.8765,2025-12-17
60388,POUNDS STERLING,2025-11-27,1911.7019,1912.3644,1913.0268,2025-12-17
60389,US DOLLAR,2025-11-27,1442.9028,1443.4028,1443.9028,2025-12-17
60392,YUAN/RENMINBI,2025-11-28,204.3452,204.4158,204.4865,2025-12-17
60394,EURO,2025-11-28,1673.3019,1673.8806,1674.4593,2025-12-17
60395,YEN,2025-11-28,9.2451,9.2483,9.2515,2025-12-17
60396,RIYAL,2025-11-28,385.3668,385.5001,385.6334,2025-12-17
60400,POUNDS STERLING,2025-11-28,1911.9939,1912.6552,1913.3164,2025-12-17
60401,US DOLLAR,2025-11-28,1445.7421,1446.2421,1446.7421,2025-12-17
60404,YUAN/RENMINBI,2025-12-01,204.6771,204.7478,204.8185,2025-12-17
60406,EURO,2025-12-01,1686.1176,1686.7001,1687.2825,2025-12-17
60407,YEN,2025-12-01,9.3522,9.3554,9.3586,2025-12-17
60408,RIYAL,2025-12-01,385.6845,385.8178,385.9510,2025-12-17
60412,POUNDS STERLING,2025-12-01,1921.1811,1921.8448,1922.5084,2025-12-17
60413,US DOLLAR,2025-12-01,1447.4355,1447.9355,1448.4355,2025-12-17
60416,YUAN/RENMINBI,2025-12-02,204.2671,204.3378,204.4085,2025-12-17
60418,EURO,2025-12-02,1678.0957,1678.6766,1679.2575,2025-12-17
60419,YEN,2025-12-02,9.2577,9.2609,9.2642,2025-12-17
60420,RIYAL,2025-12-02,384.7713,384.9045,385.0377,2025-12-17
60424,POUNDS STERLING,2025-12-02,1908.3319,1908.9925,1909.6531,2025-12-17
60425,US DOLLAR,2025-12-02,1444.3929,1444.8929,1445.3929,2025-12-17
60428,YUAN/RENMINBI,2025-12-03,204.7947,204.8655,204.9363,2025-12-17
60430,EURO,2025-12-03,1687.3719,1687.9551,1688.5383,2025-12-17
60431,YEN,2025-12-03,9.3074,9.3106,9.3138,2025-12-17
60432,RIYAL,2025-12-03,385.4545,385.5878,385.7210,2025-12-17
60436,POUNDS STERLING,2025-12-03,1923.7544,1924.4193,1925.0842,2025-12-17
60437,US DOLLAR,2025-12-03,1446.6494,1447.1494,1447.6494,2025-12-17
60440,YUAN/RENMINBI,2025-12-04,204.5881,204.6588,204.7295,2025-12-17
60442,EURO,2025-12-04,1687.5782,1688.1614,1688.7446,2025-12-17
60443,YEN,2025-12-04,9.3440,9.3472,9.3505,2025-12-17
60444,RIYAL,2025-12-04,385.5119,385.6452,385.7784,2025-12-17
60448,POUNDS STERLING,2025-12-04,1929.6322,1930.2991,1930.9659,2025-12-17
60449,US DOLLAR,2025-12-04,1446.8263,1447.3263,1447.8263,2025-12-17
60453,YUAN/RENMINBI,2025-12-05,204.9821,205.0528,205.1236,2025-12-17
60455,EURO,2025-12-05,1688.0047,1688.5870,1689.1693,2025-12-17
60456,YEN,2025-12-05,9.3367,9.3399,9.3431,2025-12-17
60457,RIYAL,2025-12-05,386.2054,386.3386,386.4718,2025-12-17
60461,POUNDS STERLING,2025-12-05,1934.1177,1934.7849,1935.4521,2025-12-17
60462,US DOLLAR,2025-12-05,1449.4287,1449.9287,1450.4287,2025-12-17
60465,YUAN/RENMINBI,2025-12-08,205.2488,205.3196,205.3903,2025-12-17
60467,EURO,2025-12-08,1689.9652,1690.5476,1691.1300,2025-12-17
60468,YEN,2025-12-08,9.3255,9.3287,9.3319,2025-12-17
60469,RIYAL,2025-12-08,386.5360,386.6692,386.8025,2025-12-17
60472,POUNDS STERLING,2025-12-08,1933.4200,1934.0863,1934.7526,2025-12-17
60473,US DOLLAR,2025-12-08,1450.8630,1451.3630,1451.8630,2025-12-17
60476,YUAN/RENMINBI,2025-12-09,205.2488,205.3196,205.3903,2025-12-17
60478,EURO,2025-12-09,1689.9652,1690.5476,1691.1300,2025-12-17
60479,YEN,2025-12-09,9.3255,9.3287,9.3319,2025-12-17
60480,RIYAL,2025-12-09,386.5360,386.6692,386.8025,2025-12-17
60484,POUNDS STERLING,2025-12-09,1933.4200,1934.0863,1934.7526,2025-12-17
60485,US DOLLAR,2025-12-09,1450.8630,1451.3630,1451.8630,2025-12-17
60488,YUAN/RENMINBI,2025-12-10,205.9011,205.9719,206.0427,2025-12-17
60490,EURO,2025-12-10,1691.5921,1692.1736,1692.7552,2025-12-17
60491,YEN,2025-12-10,9.2801,9.2833,9.2865,2025-12-17
60492,RIYAL,2025-12-10,387.5459,387.6791,387.8124,2025-12-17
60496,POUNDS STERLING,2025-12-10,1935.9283,1936.5938,1937.2594,2025-12-17
60497,US DOLLAR,2025-12-10,1454.3823,1454.8823,1455.3823,2025-12-17
60500,YUAN/RENMINBI,2025-12-11,206.1525,206.2233,206.2942,2025-12-17
60503,EURO,2025-12-11,1705.1914,1705.7773,1706.3633,2025-12-17
60504,YEN,2025-12-11,9.3543,9.3575,9.3608,2025-12-17
60505,RIYAL,2025-12-11,387.7383,387.8716,388.0048,2025-12-17
60509,POUNDS STERLING,2025-12-11,1948.7694,1949.4390,1950.1087,2025-12-17
60510,US DOLLAR,2025-12-11,1455.0656,1455.5656,1456.0656,2025-12-17
60513,YUAN/RENMINBI,2025-12-12,206.1227,206.1936,206.2645,2025-12-17
60515,EURO,2025-12-12,1705.2887,1705.8753,1706.4620,2025-12-17
60516,YEN,2025-12-12,9.3185,9.3217,9.3249,2025-12-17
60517,RIYAL,2025-12-12,387.2978,387.4310,387.5642,2025-12-17
60521,POUNDS STERLING,2025-12-12,1944.8110,1945.4800,1946.1491,2025-12-17
60522,US DOLLAR,2025-12-12,1453.4123,1453.9123,1454.4123,2025-12-17
60525,YUAN/RENMINBI,2025-12-15,205.8743,205.9453,206.0162,2025-12-17
60527,EURO,2025-12-15,1704.5648,1705.1522,1705.7397,2025-12-17
60528,YEN,2025-12-15,9.3505,9.3537,9.3569,2025-12-17
60529,RIYAL,2025-12-15,386.6474,386.7806,386.9139,2025-12-17
60533,POUNDS STERLING,2025-12-15,1942.6438,1943.3133,1943.9828,2025-12-17
60534,US DOLLAR,2025-12-15,1450.8169,1451.3169,1451.8169,2025-12-17
